STAT_VAR,STAT_PRES,AGE,CCYY,OBS_VALUE,SD_VALUE
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2005,976,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2006,969,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2007,965,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2008,971,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2009,975,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2010,999,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2011,1027,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2012,1043,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2013,1057,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2014,1077,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2015,1066,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2016,1033,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2017,1000,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2018,980,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2019,968,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2020,971,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2021,963,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2022,955,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,70-74,2023,940,102
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2000,781,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2001,790,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2002,797,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2003,807,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2004,814,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2005,837,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2006,855,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2007,882,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2008,897,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2009,909,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2010,899,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2011,896,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2012,902,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2013,915,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2014,914,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2015,935,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2016,963,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2017,987,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2018,1006,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2019,1015,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2020,995,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2021,962,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2022,938,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,75-79,2023,925,102
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2000,657,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2001,656,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2002,663,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2003,661,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2004,658,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2005,655,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2006,660,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2007,668,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2008,680,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2009,695,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2010,724,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2011,744,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2012,764,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2013,785,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2014,803,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2015,799,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2016,798,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2017,814,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2018,839,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2019,857,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2020,899,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2021,932,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2022,938,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,80-84,2023,952,102
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2000,420,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2001,453,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2002,450,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2003,445,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2004,451,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2005,453,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2006,456,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2007,463,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2008,464,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2009,468,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2010,475,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2011,481,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2012,484,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2013,488,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2014,492,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2015,505,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2016,516,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2017,530,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2018,545,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2019,559,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2020,581,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2021,596,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2022,603,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,85+,2023,614,102
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2000,1026,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2001,1021,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2002,1014,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2003,998,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2004,988,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2005,979,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2006,971,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2007,966,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2008,961,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2009,957,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2010,952,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2011,948,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2012,943,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2013,939,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2014,935,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2015,932,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2016,925,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2017,921,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2018,916,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2019,910,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2020,913,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2021,910,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2022,911,
SEX_RATIO_POPN_XFDH,Ratio_pkpo_n,,2023,909,102
